Symbol	Description
AD1	Applydirect Limited
AD8	Audinate Group Limited
AD8KOB	AD8KOB
ADC	Acdc Metals Ltd
ADCO	ADCO
ADD	Adavale Resources Ltd
ADDO	ADDO
ADDOA	ADDOA
ADEF	ADEF
ADG	Adtrans Group Ltd
ADGO	ADGO
ADGOA	ADGOA
ADH	Adairs Limited
ADN	Adelaide Resources Ltd
ADNOC	ADNOC
ADO	
ADOO	Anteo Diagnostics Limited
ADR	Adherium Limited
ADS	ADV Group Ltd
ADT	Advent Ltd
ADV	Australian Development Capital Fund
ADX	Audax Resources Ltd
ADXO	ADXO
ADY	Admiralty Resources NL
AEE	Aura Energy Ltd
AEEOC	AEEOC
AEF	Australian Ethical Investments Ltd
AEI	Aeris Technologies Ltd
AEL	Antaeus Energy Ltd
AER	Aeeris Ltd
AESG	AESG
AEV	Avenira Limited
AEVO	Avenira Limited
AFA	ASF Group Ltd
AFG	Allco Finance Group Ltd
AFI	Australian Foundation Invest Ltd
AFL	Australian Pure Fruits Ltd
AFP	Aft Pharmaceuticals Limited
AGC	Agincourt Resources Ltd
AGD	Austral Gold Ltd
AGE	Alligator Energy Limited
AGEOC	AGEOC
AGH	Australian Growth Properties
AGI	Ainsworth Game Technology Ltd
AGL	AGL Energy Limited
AGLKOA	Agl Energy Limited.
AGLKOB	Agl Energy Limited.
AGLKOC	Agl Energy Limited.
AGLKOD	Agl Energy Limited.
AGLKOP	Agl Energy Limited.
AGN	Argenica Therapeutics Limited
AGR	Aguia Resources Limited
AGVT	AGVT
AGX1	AGX1
AGY	Argosy Minerals Inc (CUFS)
AHC	AHC Ltd
AHF	Australian Dairy Farms Group
AHI	Allco Hit Ltd
AHK	Ark Mines Limited
AHL	Ahalife Holdings Limited
AHN	Athena Resources Ltd
AHNO	AHNO
AHX	Apiam Animal Health Limited
AI1	Adisyn Ltd
AIA	Auckland International Airport Ltd
AII	ABRA Mining Ltd
AIM	Aim Resources Ltd
AIQ	Alternative Investment Trust
AIS	Automotive Industrial & Mining Supplies
AIV	Activex Ltd
AIZ	Air New Zealand Ltd
AJL	AJ Lucas Group Ltd
AJX	Alexium International Group Limited
AKA	Australia Minerals And Mining Group Ltd
AKG	AKG
AKM	Aspire Mining Limited
AKN	Auking Mining Limited
AKO	Akora Resources Limited
AKP	Audio Pixels Holdings Limited
AL3	Aml3d Limited
ALA	Applabs Technologies Ltd
ALAO	Applabs Technologies Ltd
ALB	Albidon Ltd
ALC	Alcidion Group Limited
ALD	Allied Gold Ltd
ALDKOA	ALDKOA
ALDKOP	ALDKOP
ALDKOS	ALDKOS
ALFA	ALFA
ALI	Argo Global Listed Infrastructure Limited
ALK	Alkane Exploration Ltd
ALL	Aristocrat Leisure Ltd
ALLKOA	Aristocrat Leisure Limited
ALLKOB	Aristocrat Leisure Limited
ALLKOE	Aristocrat Leisure Limited
ALLKOG	Aristocrat Leisure Limited
ALLKOP	Aristocrat Leisure Limited
ALLKOQ	Aristocrat Leisure Limited
ALLKOR	Aristocrat Leisure Limited
ALLKOT	Aristocrat Leisure Limited
ALLKOU	Aristocrat Leisure Limited
ALM	Australis Media Ltd broke
ALPH	ALPH
ALQ	Als Limited
ALQKOA	Als Limited
ALQKOD	Als Limited
ALQKOE	Als Limited
ALQKOF	Als Limited
ALQKOP	Als Limited
ALQKOQ	Als Limited
ALQKOR	Als Limited
ALQKOS	Als Limited
ALR	Aberdeen Leaders Ltd
ALTB	ALTB
ALV	Alvo Minerals Limited
ALX	Allstate Explorations NL
ALXKOA	Atlas Arteria
ALXKOB	Atlas Arteria
ALXKOQ	Atlas Arteria
ALXKOR	Atlas Arteria
ALXKOS	Atlas Arteria
ALY	Alchemy Resources Ltd
AM5	Antares Metals Limited
AM7	Arcadia Minerals Limited
AMA	Allomak Ltd
AMC	Amcor Ltd
AMCKOC	Amcor Limited
AMCKOG	Amcor Plc
AMCKOP	Amcor Limited
AMCKOS	Amcor Limited
AMD	Arrow Minerals Ltd
AMH	AMCIL Ltd
AMI	Aurelia Metals Limited
AML	AMRAD Corporation Ltd
AMN	Agrimin Limited
AMO	Ambertech Ltd
AMP	AMP Ltd
AMPKOB	Amp Limited
AMPKOC	Amp Limited
AMPKOG	Amp Limited
AMPKOQ	Amp Limited
AMPKOR	Amp Limited
AMPKOS	Amp Limited
AMPKOT	Amp Limited
AMPKOV	Amp Limited
AMPLOA	Amp Limited
AMPPB	Amp Limited
AMS	Allied Mining & Processing Nl
AMSO	AMSO
AMX	Ampella Mining Ltd
AN1	Anagenics Limited
AN3PH	AN3PH
AN3PI	AN3PI
AN3PJ	AN3PJ
AN3PK	AN3PK
AN3PL	AN3PL
ANG	Austin Engineering Ltd
ANN	Ansell Ltd
ANNKOA	Ansell Limited
ANNKOB	Ansell Limited
ANNKOP	Ansell Limited
ANO	Advanced Nanotechnology Ltd
ANR	Anatara Lifesciences Ltd
ANX	Anadis Ltd
ANXO	ANXO
ANZ	Australia & NZ Banking Group Ltd
ANZKOA	Australia And New Zealand Banking Group Limited
ANZKOB	Australia And New Zealand Banking Group Limited
ANZKOC	Australia And New Zealand Banking Group Limited
ANZKOD	Australia And New Zealand Banking Group Limited
ANZKOE	Australia And New Zealand Banking Group Limited
ANZKOM	Australia And New Zealand Banking Group Limited
ANZKOP	Australia And New Zealand Banking Group Limited
ANZKOQ	Australia And New Zealand Banking Group Limited
ANZKOR	Australia And New Zealand Banking Group Limited
ANZKOU	Australia And New Zealand Banking Group Limited
ANZKOV	Australia And New Zealand Banking Group Limited
ANZKOW	Australia And New Zealand Banking Group Limited
ANZKOX	Australia And New Zealand Banking Group Limited
ANZKOY	Australia And New Zealand Banking Group Limited
ANZMOB	Australia And New Zealand Banking Group Limited
ANZMOU	ANZMOU
AO1	Assetowl Limited
AOA	
AOF	AMP Office Trust
AOK	Austex Oil Ltd
AON	Apollo Minerals Ltd
AOV	Amotiv Limited
AOVKOC	AOVKOC
APA	Australian Pipeline Trust
APAKOA	Apa Group
APAKOQ	Apa Group
APAKOR	Apa Group
APC	Australian Potash Limited
APCO	APCO
APCR	Australian Potash Limited
APE	AP Eagers Holdings Ltd
APL	Australian Plantation Timber Ltd
APW	Aims Property Securities Fund
APX	Appen Limited
APZ	Aspen Group
AQC	Australian Pacific Coal Limited
AQD	AusQuest Ltd
AQI	Alicanto Minerals Limited
AQLT	AQLT
AQN	Aquirian Limited
AQX	Alice Queen Limited
AQXOA	AQXOA
AQXOC	AQXOC
AQZ	Alliance Aviation Services Limited
AR1	Arrowhead Resources Limited
AR3	Australian Rare Earths Limited
AR9	Archtis Limited
ARA	Ariadne Australia Ltd
ARB	Arb Corporation Limited.
ARBKOB	Arb Corporation Limited.
ARBKOC	ARBKOC
ARBKOR	ARBKOR
ARC	Amalg Resources Nl
ARD	Argent Minerials Lts
ARDOC	ARDOC
ARF	Arena Reit
ARG	Argo Investments Ltd
ARI	Arrium Limited
ARL	Austrim
ARMR	ARMR
ARN	Arnotts Ltd t/over Campbell Soup Co
ARNO	ARNO
ARR	Arasor International Ltd
ART	Amp Shopping Centre ord unit
ARU	Arafura Resources NL
ARUOA	ARUOA
ARV	Artemis Resources Ltd
ARVOC	ARVOC
ARX	Austindo Resources Corporation NL
AS1	Angel Seafood Holdings Ltd
AS2	Askari Metals Limited
ASAO	ASAO
ASB	Austal Ltd
ASE	Astute Metals Nl
ASEO	ASEO
ASG	Autosports Group Limited.
ASH	Ashley Services Group Limited
ASIA	Betashares Asia Technology Tigers
ASK	Amskan
ASL	Ausdrill Ltd
ASM	Australian Strategic Materials Limited
ASMO	ASMO
ASN	Anson Resources Limited
ASO	Australian Silicon Ltd
ASP	Aspermont Ltd
ASQ	Asset Loans Ltd
ASR	Australian Rural Group Ltd
ASRO	ASRO
ASV	Argus Solutions Ltd
ASX	Australian Stock Exchange Ltd
ASXKOB	Asx Limited
ASXKOC	Asx Limited
ASXKOD	Asx Limited
ASXKOP	Asx Limited
ASXKOR	Asx Limited
AT1	Atomo Diagnostics Limited
ATA	Atc Alloys Ltd
ATC	Advantage Telecommunications Ltd
ATCOC	ATCOC
ATEC	ATEC
ATG	Austin Group Ltd
ATH	Atech Holdings Ltd
ATHO	ATHO
ATM	Aneka Tambang (Persero) Tbk (Indo)
ATOM	ATOM
ATP	Atlas Pacific Ltd
ATR	Astron Ltd
ATS	Australis Oil & Gas Limited
ATU	Atrum Coal Nl
ATV	Atlantic Gold NL
ATVO	Atlantic Gold NL
ATX	Austminex Ltd
ATXOA	ATXOA
AU1	Ausnet Financial Services Limited
AUA	Australian Assets Corporation
AUB	Austbrokers Holdings Ltd
AUC	Ausgold Limited
AUE	Aurum Resources Limited
AUEO	AUEO
AUG	Aurora Gold
AUH	Australian Healthcare Technology Ltd
AUI	Australian United Investment Ltd
AUK	Augur Resources Ltd
AUKOA	Aumake Limited.
AUMF	Ishares Edge Msci Australia Multifactor Etf
AUN	Austar United Communications Ltd
AUQ	Alara Uranium Ltd
AUR	Auris Minerals Limited
AUST	Betashares Managed Risk Australian Share Fund (man
AUZ	Australian Mines Ltd
AUZOA	AUZOA
AUZOB	AUZOB
AV1	Adveritas Limited
AVA	Aviva Corporation Ltd
AVC	Australian Visual Communications
AVD	Advance Energy Ltd
AVE	Aevum Ltd
AVEOA	AVEOA
AVG	Australian Vintage Ltd t/over by SWS
AVH	Avita Medical Ltd
AVJ	AV Jennings Homes Ltd
AVL	Anvil Mining Nl
AVM	Anvil Mining Ltd (Canada CUFS)
AVMO	AVMO
AVR	Avatar Industries Ltd
AVW	Avira Energy Limited
AW1	American West Metals Limited
AWJ	Auric Mining Limited
AX1	Accent Group Limited
AX8	Accelerate Resources Limited
AXE	Archer Exploration Ltd
AXI	Axiom Properties Ltd
AXL	Aucxis
AXLO	AXLO
AXN	Axon Instruments Inc
AXP	Airxpanders Inc
AYA	Attila Resources Limited
AYI	A1 Investments & Resources Ltd
AYM	Altius Mining Limited
AYT	Adelaide Managed Funds Asset Trust
AYUHD	Australian Unity Limited
AYUHE	AYUHE
AYUPA	AYUPA
AZ9	Asian Battery Metals Plc
AZ9O	AZ9O
AZI	Alta Zinc Limited
AZJ	Aurizon Holdings Limited
AZJKOC	Aurizon Holdings Limited
AZJKOD	Aurizon Holdings Limited
AZJKOQ	Aurizon Holdings Limited
AZJKOS	Aurizon Holdings Limited
AZJKOT	Aurizon Holdings Limited
AZL	Anzoil Nl
AZLO	AZLO
AZY	Antipa Minerals Limited
B4P	Beforepay Group Limited
BANK	BANK
BAOR	BAOR
BAP	Burson Group Limited
BAPKOA	Bapcor Limited
BAPKOB	Bapcor Limited
BAPKOR	Bapcor Limited
BAS	Bass Strait Oil Company Ltd
BB1	Blinklab Limited
BBAB	BBAB
BBC	Babcock & Brown Communities Group
BBL	Brisbane Broncos Ltd
BBN	Baby Bunting Group Limited
BBOZ	Betashares Australian Equities Strong Bear Hedge F
BBT	Bluebet Holdings Ltd
BC8	Black Cat Syndicate Limited
BC8O	BC8O
BCA	Baycorp Advantage Ltd
BCB	Bowen Coking Coal Limited
BCC	Buccaneer Energy Ltd
BCI	BC Iron Ltd
BCK	Brockman Mining Limited
BCM	Babcock & Brown Capital Ltd
BCMO	BCMO
BCMOA	BCMOA
BCN	Beacon Minerals Ltd
BCNOD	BCNOD
BCOM	BCOM
BCT	Bluechiip Limited
BDG	Bendigo Mining Ltd
BDM	Biodiem Ltd
BDT	Birddog Technology Limited
BDX	Bcal Diagnostics Limited
BEAR	Betashares Australian Equities Bear Hedge Fund
BEL	Bentley International Ltd
BEN	Bendigo Bank Ltd
BENKOB	Bendigo And Adelaide Bank Limited
BENKOC	Bendigo And Adelaide Bank Limited
BENKOD	Bendigo And Adelaide Bank Limited
BENKOQ	Bendigo And Adelaide Bank Limited
BENKOT	Bendigo And Adelaide Bank Limited
BENPH	BENPH
BENPI	BENPI
BEO	Beonic Ltd
BET	Belmont Holdings Ltd
BEZ	Besra Gold Inc
BFC	Beston Global Food Company Limited
BFG	Bell Financial Group Ltd
BFL	Bsp Financial Group Limited
BGA	Bega Cheese Limited
BGBL	BGBL
BGD	Boulder Steel Ltd
BGE	Bridge Saas Limited
BGL	Bigair Group Ltd
BGLKOD	BGLKOD
BGLKOP	BGLKOP
BGLKOQ	BGLKOQ
BGLKOR	BGLKOR
BGP	Briscoe Group Australasia Limited
BGT	Bio-gene Technology Ltd
BHD	Benjamin Hornigold Limited
BHP	BHP Billiton Ltd
BHPKOA	Bhp Billiton Limited
BHPKOB	Bhp Billiton Limited
BHPKOC	Bhp Billiton Limited
BHPKOE	Bhp Billiton Limited
BHPKOF	Bhp Billiton Limited
BHPKOG	Bhp Billiton Limited
BHPKOH	Bhp Billiton Limited
BHPKOI	Bhp Billiton Limited
BHPKOK	Bhp Billiton Limited
BHPKOM	Bhp Billiton Limited
BHPKOO	Bhp Billiton Limited
BHPKOT	Bhp Billiton Limited
BHPKOU	Bhp Billiton Limited
BHPKOV	Bhp Billiton Limited
BHPKOW	Bhp Billiton Limited
BHPKOY	Bhp Billiton Limited
BHPMOR	Bhp Billiton Limited
BHYB	BHYB
BILL	Ishares Core Cash
BIM	Bindi Metals Limited
BIO	Biome Australia Limited
BIS	
BIT	Biotron Ltd
BITR	Biotron Limited
BKI	Brickworks Investment Company Ltd
BKT	Black Rock Mining Limited
BKW	Brickworks Ltd
BKWKOB	Brickworks Limited
BKWKOD	BKWKOD
BKY	Berkeley Resources Ltd
BLG	Blugass Ltd
BLU	Bluefreeway Ltd
BLX	Beacon Lighting Group Limited
BLZ	Blaze International Ltd
BLZO	BLZO
BM8	Battery Age Minerals Ltd
BMG	Brazilian Metals Group Limited.
BMH	Baumart Holdings Limited
BML	Bank of Melbourne merger WBC
BMM	Bellamel Mining Ltd
BMN	Bannerman Resources Ltd
BMO	BMA Gold Ltd
BMOOA	BMOOA
BMR	Balmoral Corporation
BMT	Berkut Minerals Limited
BNL	Balkans Gold Ltd
BNR	Bulletin Resources Limited
BNROA	BNROA
BNZ	Benz Mining Corp.
BOA	Boadicea Resources Limited
BOAO	Boadicea Resources Limited
BOC	Bougainville Copper Ltd (PNG)
BOD	bioMD Ltd
BOE	Boss Energy Ltd
BOEKOA	BOEKOA
BOEKOD	BOEKOD
BOL	Boom Logistics Ltd
BOQ	Bank of Queensland Ltd
BOQKOA	Bank Of Queensland Limited.
BOQKOD	Bank Of Queensland Limited.
BOQKOE	Bank Of Queensland Limited.
BOQKOF	Bank Of Queensland Limited.
BOQKOP	Bank Of Queensland Limited.
BOQKOR	Bank Of Queensland Limited.
BOQKOS	Bank Of Queensland Limited.
BOQPF	BOQPF
BOQPG	BOQPG
BOT	Botanix Pharmaceuticals Ltd
BP8	Bph Global Ltd
BP8O	BP8O
BPH	BioPharmica Ltd
BPHO	BPHO
BPM	Bpm Minerals Limited
BPMO	BPMO
BPMOB	BPMOB
BPP	Babylon Pump & Power Limited
BPT	Beach Petroleum Ltd
BPTKOA	Beach Energy Limited
BPTKOD	Beach Energy Limited
BPTKOP	Beach Energy Limited
BPTKOR	Beach Energy Limited
BRE	Breathe Group
BRG	Breville Group Ltd
BRGKOB	Breville Group Limited
BRGKOC	Breville Group Limited
BRI	Breakwater Island Trust
BRK	BreakFree Ltd
BRL	Brl Hardy
BRN	Brainchip Holdings Ltd
BRU	Buru Energy Ltd
BRX	Belararox Limited
BRXOA	BRXOA
BSA	Broadcast Services Australia Ltd
BSAO	Bsa Limited
BSL	BlueScope Steel Ltd
BSLKOA	Bluescope Steel Limited
BSLKOC	Bluescope Steel Limited
BSLKOP	Bluescope Steel Limited
BSLKOT	Bluescope Steel Limited
BSLKOU	Bluescope Steel Limited
BSN	Bisan Ltd
BSUB	BSUB
BSX	Blackstone Minerals Limited
BTC	BioTech Capital Ltd
BTE	BT Australian Equity Management
BTH	Bigtincan Holdings Limited
BTI	Bailador Technology Investments Limited
BTM	Breakthrough Minerals Limited
BTN	Brighton Mining Group Limited
BTR	Blackthorn Resources Ltd
BUB	Bubs Australia Limited
BUGG	BUGG
BUR	Burleson Energy Ltd
BUS	Bubalus Resources Limited
BUX	Buxton Resources Ltd
BUXO	Buxton Resources Limited
BUY	Bounty Oil & Gas NL
BVR	Bellavista Resources Ltd
BVS	Bravura Solutions Limited.
BWF	Blackwall Property Funds Limited
BWN	Bowen Energy Ltd
BWP	Bunnings Warehouse Property Trust
BXB	Brambles Ltd
BXBKOA	Brambles Limited
BXBKOB	Brambles Limited
BXBKOD	Brambles Limited
BXBKOP	Brambles Limited
BXBKOQ	Brambles Limited
BXBKOR	Brambles Limited
BXN	Bioxyne Limited
BYH	Bryah Resources Limited
BYHO	Bryah Resources Limited
C1X	Cosmos Exploration Limited
C29	C29 Metals Limited
C2FHA	C2FHA
C79	Chrysos Corporation Limited
C7A	Clara Resources Australia Ltd
CAA	Capral Aluminium Ltd
CAE	Cannindah Resources Limited
CAF	Centrepoint Alliance Ltd
CAG	Cape Range Wireless Ltd
CAM	Clime Capital Ltd
CAMG	Clime Capital Limited
CAN	Cann Group Limited
CAQ	Cell Aquaculture Ltd
CAR	Carsales.com Limited.
CARKOA	Carsales.com Limited.
CARKOB	Carsales.com Limited.
CARKOP	Carsales.com Limited.
CARKOQ	Carsales.com Limited.
CAT	Catuity Inc (USA)
CAV	Carnavale Resources Ltd
CAY	Canyon Resources Ltd
CAZ	Cazaly Resources Ltd
CBA	Commonwealth Bank Ltd
CBAKOB	Commonwealth Bank Of Australia.
CBAKOC	Commonwealth Bank Of Australia.
CBAKOD	Commonwealth Bank Of Australia.
CBAKOG	Commonwealth Bank Of Australia.
CBAKOH	Commonwealth Bank Of Australia.
CBAKOI	Commonwealth Bank Of Australia.
CBAKOR	Commonwealth Bank Of Australia.
CBAKOT	Commonwealth Bank Of Australia.
CBAKOU	Commonwealth Bank Of Australia.
CBAKOV	Commonwealth Bank Of Australia.
CBAKOW	Commonwealth Bank Of Australia.
CBAKOX	Commonwealth Bank Of Australia.
CBAKOZ	Commonwealth Bank Of Australia.
CBAMOA	Commonwealth Bank Of Australia.
CBAMOB	Commonwealth Bank Of Australia.
CBAMOP	Commonwealth Bank Of Australia.
CBAMOQ	Commonwealth Bank Of Australia.
CBAPG	Commonwealth Bank Of Australia.
CBAPI	Commonwealth Bank Of Australia.
CBAPJ	CBAPJ
CBAPK	CBAPK
CBAPL	CBAPL
CBAPM	CBAPM
CBE	Cobre Limited
CBL	Cbl Corporation Limited
CBO	Cobra Resources Nl
CBY	Canterbury Resources Limited
CC5	Clever Culture Systems Limited
CC5OA	CC5OA
CC9	Chariot Corporation Ltd
CCA	Chimpchange Limited
CCE	Clinical Cell Culture Ltd
CCG	Commschoice Group Limited
CCL	Coca-Cola Amatil Ltd
CCM	Cadoux Limited
CCO	CircleCom Ltd
CCOOA	CCOOA
CCP	Credit Corp Group Ltd
CCPKOB	Credit Corp Group Limited
CCPKOC	Credit Corp Group Limited
CCPKOD	Credit Corp Group Limited
CCR	Credit Clear Limited
CCV	Cash Converters International Ltd
CCX	City Chic Collective Limited
CD1	Cordish Dixon Private Equity Fund I
CD2	Cordish Dixon Private Equity Fund Ii
CD3	Cordish Dixon Private Equity Fund Iii
CDA	Codan Ltd
CDE	Codeifai Limited
CDM	Cadence Capital Ltd
CDO	Colorado Group Ltd
CDP	Carindale Property Trust
CDR	Commander Communications Ltd
CDT	Castle Minerals Ltd
CDX	CDS Technologies Ltd
CDXOA	CDXOA
CEH	China Education Ltd
CEL	CEL
CEN	Central Australian Phosphate Limited
CETF	Vaneck Vectors Chinaamc A-share?
CF1	Complii Fintech Solutions Ltd
CFLO	CFLO
CG1	Carbonxt Group Limited
CGF	Challenger Financial Services Group
CGFKOB	Challenger Limited
CGFKOP	Challenger Limited
CGFKOR	Challenger Limited
CGFKOS	Challenger Limited
CGFPC	CGFPC
CGFPD	CGFPD
CGO	CPT Global Ltd
CGR	Careers Multilist Limited
CGS	Cogstate Ltd
CGUN	CGUN
CHC	Charter Hall Group
CHCKOA	Charter Hall Group
CHCKOC	Charter Hall Group
CHCKOD	Charter Hall Group
CHCKOQ	Charter Hall Group
CHCKOS	CHCKOS
CHCKOT	Charter Hall Group
CHL	CCI Holdings Ltd
CHM	Chameleon Mining NL
CHN	Chalice Gold Mines Ltd
CHNKOA	CHNKOA
CHNKOP	CHNKOP
CHR	Chalmers Ltd
CHRCA	CHRCA
CHW	Chilwa Minerals Ltd
CI1	Credit Intelligence Ltd
CIA	Champion Iron Limited
CIAKOB	CIAKOB
CIAKOC	CIAKOC
CIAKOD	CIAKOD
CIAKOP	CIAKOP
CIAKOQ	CIAKOQ
CIAKOR	CIAKOR
CIN	Carlton Investments Ltd
CINPA	Carlton Investments PA
CIP	Centuria Industrial Reit
CIW	Clime Investment Management Ltd
CKA	Cokal Limited
CKF	Collins Foods Limited
CKFKOA	Collins Foods Limited
CKFKOB	CKFKOB
CL8	Collaborate Corporation Limited
CLA	Celsius Coal Limited
CLE	Clearwater Group Ltd
CLG	Close The Loop Ltd.
CLU	Cloncurry Metals Ltd
CLV	Clover Corporation Ltd
CLW	Charter Hall Long Wale Reit
CLX	CTI Logistics Ltd
CLZ	Classic Minerals Ltd
CMB	Cambium Bio Limited
CMD	Cassius Mining Limited
CMG	Commonwealth Installment Receipts Trst
CML	Coles Myer Ltd
CMM	Capricorn Metals Ltd
CMMKOA	Capricorn Metals Ltd
CMMKOD	CMMKOD
CMO	CommodiTel Ltd
CMOO	CMOO
CMP	Compumedics Ltd
CMW	Cromwell Corporation Ltd
CMX	Climax Mining Ltd
CMXO	Chemx Materials Limited
CNB	Canberra Investment Corporation Ltd
CND	Candle Australia Ltd
CNDOA	CNDOA
CNI	Centuria Capital Limited
CNJ	Conico Ltd
CNJO	Conico Ltd
CNQ	Carbine Tungsten Limited
CNQO	CNQO
CNU	Chorus Limited
COB	Cobalt Blue Holdings Limited
COD	Cossack Energy Limited
CODO	Cossack Energy Limited
COF	Coffey International Ltd
COG	Consolidated Operations Group Limited
COH	Cochlear Ltd
COHKOB	Cochlear Limited
COHKOG	Cochlear Limited
COHKOQ	Cochlear Limited
COHKOS	Cochlear Limited
COI	Comet Ridge Ltd
COL	Coles Group Limited.
COLKOA	Coles Group Limited.
COLKOB	Coles Group Limited.
COLKOC	Coles Group Limited.
COLKOD	Coles Group Limited.
COLKOE	COLKOE
COLKOF	COLKOF
COS	Cool or Cosy Ltd
COV	Cove Mining NL
COY	Coppermoly Ltd
CP8	Canadian Phosphate Limited
CPM	Cooper Metals Limited
CPMO	CPMO
CPN	Carpathian Resources Ltd
CPO	Culpeo Minerals Limited
CPU	Computershare Ltd
CPUKOB	Computershare Limited.
CPUKOC	Computershare Limited.
CPUKOE	Computershare Limited.
CPUKOP	Computershare Limited.
CPUKOR	Computershare Limited.
CPV	Clearvue Technologies Limited
CQE	Charter Hall Education Trust
CQEKOA	CQEKOA
CQEKOC	CQEKOC
CQEKOD	CQEKOD
CQR	Charter Hall Retail Reit
CR1	Constellation Resources Limited
CR3	Core Energy Minerals Ltd
CR3OD	CR3OD
CR9	Corella Resources Ltd
CR9O	CR9O
CRB	Carbine Resources Ltd
CRD	Crown Diamonds NL
CRI	Critica Limited
CRIO	CRIO
CRN	Coronado Global Resources Inc.
CRR	Convenience Retail Reit
CRS	Croesus Mining NL
CRYP	CRYP
CSC	Capstone Copper Corp.
CSL	CSL Ltd
CSLKOA	Csl Limited
CSLKOC	Csl Limited
CSLKOD	Csl Limited
CSLKOG	Csl Limited
CSLKOH	Csl Limited
CSLKOI	Csl Limited
CSLKOQ	Csl Limited
CSLKOR	Csl Limited
CSLKOS	Csl Limited
CSLKOT	Csl Limited
CSLKOV	Csl Limited
CSLMOT	Csl Limited
CSS	Clean Seas Tuna Ltd
CST	Cellestis Ltd
CSX	Cleanspace Holdings Limited
CT1	Ccp Technologies Limited
CTD	Corporate Travel Management Limited
CTDKOC	Corporate Travel Management Limited
CTDKOD	Corporate Travel Management Limited
CTDKOQ	Corporate Travel Management Limited
CTE	Cryosite Ltd
CTM	Centaurus Metals Limited
CTN	Contango Microcap Ltd
CTO	Citigold Corporation Ltd
CTP	Central Petroleum Ltd
CTQ	Careteq Limited
CTT	Crest Minerals Limited
CU6	Clarity Pharmaceuticals Ltd
CUE	Cue Energy Resources Ltd
CUF	Cufe Ltd
CUFO	CUFO
CUL	Cullen Resources Ltd
CUP	Countplus Limited
CUS	Customers Ltd
CUV	Clinuvel Pharmaceuticals Ltd
CVB	Cheviot Bridge Ltd
CVC	CVC Ltd
CVCHA	CVCHA
CVL	Clearview Capital
CVN	Carnarvon Petroleum Ltd
CVR	Central Asia Resources Ltd
CVV	Caravel Minerals Limited
CVVOB	CVVOB
CVW	Clearview Wealth Limited
CWP	Cedar Woods Properties Ltd
CWX	Carawine Resources Limited
CWY	Cleanaway Waste Management Limited
CWYKOC	Cleanaway Waste Management Limited
CWYKOF	Cleanaway Waste Management Limited
CWYKOP	Cleanaway Waste Management Limited
CWYKOQ	Cleanaway Waste Management Limited
CXL	Central Exchange Ltd
CXM	Centrex Mentals Ltd
CXO	Core Exploration Limited
CXU	
CXUO	Cauldron Energy Limited
CXZ	Connexion Media Limited
CY5	Cygnus Gold Limited
CYB	Cybg Plc
CYBR	CYBR
CYC	Cyclopharm Ltd
CYG	Coventry Group Ltd
CYL	Catalyst Metals Ltd
CYM	Cyprium Metals Limited
